139	2249	1983	0.09	0.1	0.16	0.12	0.24	0.22	0.27	0.27	0.26	0.18	0.14	0.07	0.27	361	100	1	33.925278	-117.952225	82
140	2249	1984	0.07	0.14	0.13	0.22	0.21	0.17	0.24	0.21	0.32	0.25	0.16	0.07	0.32	356	97	1	33.925278	-117.952225	82
141	2249	1985	0.06	0.1	0.14	0.34	0.19	0.28	0.2	0.27	0.19	0.25	0.16	0.09	0.34	360	98	1	33.925278	-117.952225	82
142	2249	1986	0.07	0.15	0.2	0.13	0.22	0.21	0.19	0.25	0.19	0.19	0.12	0.08	0.25	360	100	1	33.925278	-117.952225	82
143	2249	1987	0.07	0.1	0.1	0.21	0.21	0.16	0.18	0.2	0.24	0.2	0.14	0.09	0.24	360	99	1	33.925278	-117.952225	82
144	2249	1988	0.07	0.1	0.12	0.24	0.23	0.15	0.19	0.15	0.29	0.18	0.11	0.06	0.29	364	100	1	33.925278	-117.952225	82
145	2249	1989	0.07	0.13	0.14	0.14	0.14	0.22	0.26	0.16	0.24	0.17	0.11	0.07	0.26	363	100	1	33.925278	-117.952225	82
146	2249	1990	0.06	0.1	0.12	0.11	0.13	0.21	0.16	0.16	0.19	0.21	0.07	0.05	0.21	362	100	1	33.925278	-117.952225	82
147	2249	1991	0.05	0.1	0.09	0.12	0.12	0.14	0.19	0.17	0.21	0.19	0.1	0.05	0.21	365	100	1	33.925278	-117.952225	82
148	2249	1992	0.05	0.07	0.09	0.21	0.15	0.12	0.17	0.17	0.18	0.13	0.07	0.03	0.21	364	99	1	33.925278	-117.952225	82
149	2249	1993	0.03	0.05	0.09	0.12	0.12	0.16	0.17	0.15	0.19	0.11	0.08	0.04	0.19	361	99	1	33.925278	-117.952225	82
150	2249	1994	0.046	0.067	0.085	0.112	0.143	0.252	0.129	0.212	0.154	0.101	0.06	0.036	0.252	363	99	1	33.925278	-117.952225	82
151	2249	1995	0.034	0.069	0.096	0.08	0.106	0.129	0.125	0.131	0.16	0.093	0.089	0.068	0.16	363	100	1	33.925278	-117.952225	82
152	2249	1996	0.042	0.042	0.077	0.093	0.144	0.134	0.099	0.138	0.094	0.15	0.048	0.039	0.15	364	99	1	33.925278	-117.952225	82
153	2249	1997	0.043	0.048	0.092	0.079	0.134	0.084	0.109	0.097	0.102	0.07	0.058	0.037	0.134	363	99	1	33.925278	-117.952225	82
154	2249	1998	0.036	0.039	0.08	0.112	0.061	0.093	0.12	0.182	0.107	0.089	0.061	0.035	0.182	363	99	1	33.925278	-117.952225	82
155	2249	1999	0.041	0.072	0.074	0.105	0.079	0.094	0.097	0.114	0.095	0.116	0.048	0.05	0.116	360	99	1	33.925278	-117.952225	82
156	2249	2000	0.039	0.048	0.074	0.111	0.137	0.095	0.091	0.108	0.106	0.08	0.054	0.029	0.137	364	100	1	33.925278	-117.952225	82
157	2249	2001	0.029	0.058	0.081	0.077	0.091	0.104	0.078	0.114	0.108	0.09	0.048	0.032	0.114	365	100	1	33.925278	-117.952225	82
158	2249	2002	0.035	0.049	0.068	0.072	0.084	0.12	0.093	0.121	0.107	0.079	0.058	0.039	0.121	361	99	1	33.925278	-117.952225	82
159	2249	2003	0.043	0.047	0.078	0.068	0.165	0.102	0.094	0.121	0.111	0.086	0.042	0.034	0.165	361	100	1	33.925278	-117.952225	82
160	2249	2004	0.043	0.049	0.079	0.086	0.095	0.093	0.082	0.097	0.099	0.093	0.048	0.036	9.899998	357	96	1	33.925278	-117.952225	82
161	2249	2005	0.043	0.044	0.057	0.082	0.087	0.079	0.082	0.094	0.078	0.059	0.061	0.034	9.399998	357	96	1	33.925278	-117.952225	82
162	2249	2006	0.04	0.061	0.065	0.077	0.082	0.128	0.146	0.088	0.091	0.065	0.069	0.04	0.146	350	94	1	33.925278	-117.952225	82
163	2293	1980	0.04	0.06	0.06	0.07	0.08	0.1	0.18	0.07	0.18	0.19	0.08	0.04	0.19	358	99	1	37.535831	-121.96167	24
